9.061500000000000000e+04,9.385230345783803330e+00
9.061600000000000000e+04,9.823670489594208632e+00
9.061700000000000000e+04,1.049323688016597522e+01
9.061800000000000000e+04,1.016500922400531337e+01
9.061900000000000000e+04,7.772911025470365942e+00
9.062000000000000000e+04,9.609017498517914646e+00
9.062100000000000000e+04,1.266431589769360677e+01
9.062200000000000000e+04,6.147992556155714716e+00
9.062300000000000000e+04,7.841365536421409210e+00
9.062400000000000000e+04,1.129578456680054899e+01
9.062500000000000000e+04,1.197960111564104402e+01
9.062600000000000000e+04,6.332507568561171141e+00
9.062700000000000000e+04,1.062343443279118560e+01
9.062800000000000000e+04,1.336880313316521196e+01
9.062900000000000000e+04,7.843437640455060311e+00
9.063000000000000000e+04,7.788323739392025047e+00
9.063100000000000000e+04,1.237160878439919998e+01
9.063200000000000000e+04,5.807985458573489801e+00
9.063300000000000000e+04,1.131336035596722134e+01
9.063400000000000000e+04,1.078183868455551853e+01
9.063500000000000000e+04,6.174302997243976243e+00
9.063600000000000000e+04,7.533224273986683706e+00
9.063700000000000000e+04,9.671212549230247646e+00
9.063800000000000000e+04,8.702999359623207809e+00
9.063900000000000000e+04,1.022520550597264766e+01
9.064000000000000000e+04,1.083936247347306292e+01
9.064100000000000000e+04,8.314330012849815432e+00
9.064200000000000000e+04,1.040711426782063320e+01
9.064300000000000000e+04,5.479536398865362479e+00
9.064400000000000000e+04,1.108021933816565863e+01
9.064500000000000000e+04,9.448286393835299890e+00
9.064600000000000000e+04,9.293822475551616336e+00
9.064700000000000000e+04,1.154689839820367325e+01
9.064800000000000000e+04,1.277000716321382257e+01
9.064900000000000000e+04,1.352861349624388687e+01
9.065000000000000000e+04,1.089285344106470710e+01
9.065100000000000000e+04,9.574160327166412188e+00
9.065200000000000000e+04,9.208130503258136201e+00
9.065300000000000000e+04,1.254262594717543422e+01
9.065400000000000000e+04,6.505689793213177197e+00
9.065500000000000000e+04,8.154757737953090668e+00
9.065600000000000000e+04,1.026087773184601026e+01
9.065700000000000000e+04,8.368858206825445123e+00
9.065800000000000000e+04,6.886621053857989949e+00
9.065900000000000000e+04,9.901956755660464182e+00
9.066000000000000000e+04,7.152677064389231454e+00
9.066100000000000000e+04,7.883581945088538490e+00
9.066200000000000000e+04,6.721207043989133822e+00
9.066300000000000000e+04,1.068861862030752796e+01
9.066400000000000000e+04,7.665764908871576466e+00
9.066500000000000000e+04,1.387210478433209637e+01
9.066600000000000000e+04,8.802732934390171238e+00
9.066700000000000000e+04,5.720140711439951176e+00
9.066800000000000000e+04,1.030003269034365587e+01
9.066900000000000000e+04,9.686172086465688835e+00
9.067000000000000000e+04,9.852695663432875506e+00
9.067100000000000000e+04,1.070478867406166401e+01
9.067200000000000000e+04,8.532656485686111125e+00
9.067300000000000000e+04,1.308228805319714283e+01
9.067400000000000000e+04,7.510425558826764103e+00
9.067500000000000000e+04,5.520454005066794956e+00
9.067600000000000000e+04,1.154387444564162024e+01
9.067700000000000000e+04,1.079861262244241260e+01
9.067800000000000000e+04,4.743178935776468208e+00
9.067900000000000000e+04,9.378364038841571215e+00
9.068000000000000000e+04,1.038450009668378371e+01
9.068100000000000000e+04,1.028803780548816427e+01
9.068200000000000000e+04,1.342529169367257502e+01
9.068300000000000000e+04,9.801396035836503984e+00
9.068400000000000000e+04,1.221988835796509498e+01
9.068500000000000000e+04,1.085833217604312573e+01
9.068600000000000000e+04,7.101618085146051307e+00
9.068700000000000000e+04,1.089274195768004816e+01
9.068800000000000000e+04,9.213349524351437836e+00
9.068900000000000000e+04,1.062381182989535233e+01
9.069000000000000000e+04,2.328633248971184244e+01
9.069100000000000000e+04,8.416335900479369414e+00
9.069200000000000000e+04,1.109890375846402932e+01
9.069300000000000000e+04,1.231433318248577002e+01
9.069400000000000000e+04,9.261731371288856707e+00
9.069500000000000000e+04,8.729081827081369482e+00
9.069600000000000000e+04,9.937292689802680101e+00
9.069700000000000000e+04,7.221344862086087169e+00
9.069800000000000000e+04,1.009397232371790665e+01
9.069900000000000000e+04,5.406629671844534357e+00
9.070000000000000000e+04,1.087356752201293908e+01
9.070100000000000000e+04,1.092561112861557859e+01
9.070200000000000000e+04,1.041739390415826350e+01
9.070300000000000000e+04,1.187922330261141113e+01
9.070400000000000000e+04,5.264001928034231170e+00
9.070500000000000000e+04,1.117936930613607771e+01
9.070600000000000000e+04,1.159426430862203006e+01
9.070700000000000000e+04,6.145628804521167332e+00
9.070800000000000000e+04,8.605687541530874896e+00
9.070900000000000000e+04,9.482729995512601207e+00
9.071000000000000000e+04,9.908686895857732324e+00
9.071100000000000000e+04,9.465401979250078313e+00
9.071200000000000000e+04,9.223681964662178601e+00
9.071300000000000000e+04,1.522730994299978491e+01
9.071400000000000000e+04,7.066505335187277304e+00
9.071500000000000000e+04,8.446850244410345709e+00
9.071600000000000000e+04,6.043601225978897595e+00
9.071700000000000000e+04,9.614803282444608357e+00
9.071800000000000000e+04,4.360794583894343823e+00
9.071900000000000000e+04,5.890114932447859886e+00
9.072000000000000000e+04,1.098228110775791677e+01
9.072100000000000000e+04,9.484165598474730174e+00
9.072200000000000000e+04,9.122047800836259768e+00
9.072300000000000000e+04,8.119619692167361791e+00
9.072400000000000000e+04,1.064304608270740005e+01
9.072500000000000000e+04,6.995777733768544948e+00
9.072600000000000000e+04,8.094896434698757304e+00
9.072700000000000000e+04,8.779567901563783749e+00
9.072800000000000000e+04,1.018354798682644891e+01
9.072900000000000000e+04,1.109342396661028829e+01
9.073000000000000000e+04,1.044165485162267082e+01
9.073100000000000000e+04,5.856426139873724068e+00
9.073200000000000000e+04,8.000993281622314157e+00
9.073300000000000000e+04,1.144062909320718902e+01
9.073400000000000000e+04,8.057662806690490953e+00
9.073500000000000000e+04,7.766843862575668389e+00
9.073600000000000000e+04,7.515221388641873723e+00
9.073700000000000000e+04,5.966789295402449511e+00
9.073800000000000000e+04,6.621240063230115602e+00
9.073900000000000000e+04,1.554809506005573994e+01
9.074000000000000000e+04,1.065779746568077258e+01
9.074100000000000000e+04,5.525023917481311386e+00
9.074200000000000000e+04,9.029867307043300428e+00
9.074300000000000000e+04,1.243708837316588145e+01
9.074400000000000000e+04,7.388868679558378005e+00
9.074500000000000000e+04,8.288052480752362783e+00
9.074600000000000000e+04,8.252459874438059728e+00
9.074700000000000000e+04,3.792408220846166245e+00
9.074800000000000000e+04,1.358220493262438389e+01
9.074900000000000000e+04,9.878564223693851787e+00
9.075000000000000000e+04,3.698919218058797753e+00
9.075100000000000000e+04,7.099873488268161559e+00
9.075200000000000000e+04,8.557539460470408699e+00
9.075300000000000000e+04,7.651526565221307585e+00
9.075400000000000000e+04,9.210031096708947373e+00
9.075500000000000000e+04,8.852110947263554408e+00
9.075600000000000000e+04,8.066544230409739669e+00
9.075700000000000000e+04,1.191137400951690850e+01
9.075800000000000000e+04,8.521665637713738306e+00
9.075900000000000000e+04,7.603889645539856801e+00
9.076000000000000000e+04,8.406860759992023091e+00
9.076100000000000000e+04,9.906448611376818647e+00
9.076200000000000000e+04,9.304332102139506233e+00
9.076300000000000000e+04,8.244810471574307797e+00
9.076400000000000000e+04,1.326256451668032810e+01
9.076500000000000000e+04,1.240177268420316814e+01
9.076600000000000000e+04,7.040868244582556557e+00
9.076700000000000000e+04,1.433568789771404894e+01
9.076800000000000000e+04,1.323890782279892697e+01
9.076900000000000000e+04,6.340563564686222620e+00
9.077000000000000000e+04,1.146805898257103706e+01
9.077100000000000000e+04,1.087122497577082392e+01
9.077200000000000000e+04,5.713574236211687030e+00
9.077300000000000000e+04,7.368923198065768787e+00
9.077400000000000000e+04,7.404979259643871714e+00
9.077500000000000000e+04,9.845884602932429175e+00
9.077600000000000000e+04,7.266873547460312111e+00
9.077700000000000000e+04,1.113485520973604359e+01
9.077800000000000000e+04,1.073526018032128526e+01
9.077900000000000000e+04,1.037993498750513410e+01
9.078000000000000000e+04,1.124323648502440243e+01
9.078100000000000000e+04,1.098934255414238415e+01
9.078200000000000000e+04,7.831008855018478876e+00
9.078300000000000000e+04,1.161610146086194106e+01
9.078400000000000000e+04,7.040323585354140157e+00
9.078500000000000000e+04,8.131566414229993711e+00
9.078600000000000000e+04,6.189808821534350081e+00
9.078700000000000000e+04,8.996382966747077603e+00
9.078800000000000000e+04,3.704880172315391018e+00
9.078900000000000000e+04,1.115982227122087700e+01
9.079000000000000000e+04,8.981710481035044324e+00
9.079100000000000000e+04,6.752624019248941956e+00
9.079200000000000000e+04,6.740581917638014176e+00
9.079300000000000000e+04,6.629935878019154849e+00
9.079400000000000000e+04,5.812396390449913852e+00
9.079500000000000000e+04,1.164028540084800412e+01
9.079600000000000000e+04,1.069299920799415737e+01
9.079700000000000000e+04,1.072321323035067309e+01
9.079800000000000000e+04,1.151372835083460089e+01
9.079900000000000000e+04,7.724869776154402956e+00
9.080000000000000000e+04,1.628407573032331257e+01
9.080100000000000000e+04,1.091498969743535952e+01
9.080200000000000000e+04,7.156085422073287461e+00
9.080300000000000000e+04,1.119967083979277689e+01
9.080400000000000000e+04,1.888026046710843175e+01
9.080500000000000000e+04,1.053270426397731008e+01
9.080600000000000000e+04,9.290397934438646033e+00
9.080700000000000000e+04,1.014477616232446877e+01
9.080800000000000000e+04,9.918196009831708793e+00
9.080900000000000000e+04,1.244273502972095891e+01
9.081000000000000000e+04,9.408219420498737051e+00
9.081100000000000000e+04,9.418941896399374514e+00
9.081200000000000000e+04,5.854900744920133349e+00
9.081300000000000000e+04,1.024084321496104266e+01
9.081400000000000000e+04,7.030592632876717651e+00
9.081500000000000000e+04,7.281752810325788694e+00
9.081600000000000000e+04,5.684030845907031448e+00
9.081700000000000000e+04,1.072211750216179027e+01
9.081800000000000000e+04,9.375528196616700782e+00
9.081900000000000000e+04,7.201389539120426342e+00
9.082000000000000000e+04,7.005450705569312930e+00
9.082100000000000000e+04,9.582033933047691576e+00
9.082200000000000000e+04,7.146136056718834340e+00
9.082300000000000000e+04,5.709277065511265903e+00
9.082400000000000000e+04,1.269626730998060182e+01
9.082500000000000000e+04,7.973255539156658855e+00
9.082600000000000000e+04,5.488211644060293715e+00
9.082700000000000000e+04,4.116500805270182362e+00
9.082800000000000000e+04,1.085977547305628832e+01
9.082900000000000000e+04,1.211619554373572960e+01
9.083000000000000000e+04,9.795405286769847564e+00
9.083100000000000000e+04,8.452446736885832479e+00
9.083200000000000000e+04,9.166492779314021178e+00
9.083300000000000000e+04,1.203481823200339207e+01
9.083400000000000000e+04,1.049808430457069086e+01
9.083500000000000000e+04,9.372312963949575249e+00
9.083600000000000000e+04,8.607188558072277118e+00
9.083700000000000000e+04,5.302074919221994698e+00
9.083800000000000000e+04,1.227036571444918955e+01
9.083900000000000000e+04,8.461361284975470909e+00
9.084000000000000000e+04,9.538492732622026793e+00
9.084100000000000000e+04,1.100213707906907601e+01
9.084200000000000000e+04,1.238695320155048307e+01
9.084300000000000000e+04,1.157678126284345232e+01
9.084400000000000000e+04,1.368486754504762715e+01
9.084500000000000000e+04,1.032062993196985090e+01
9.084600000000000000e+04,1.177448501197213204e+01
9.084700000000000000e+04,6.866351646577540713e+00
9.084800000000000000e+04,1.007187473002384337e+01
9.084900000000000000e+04,1.006155554511730621e+01
9.085000000000000000e+04,8.947972917443561158e+00
9.085100000000000000e+04,1.407763507007995507e+01
9.085200000000000000e+04,6.382130999552109607e+00
9.085300000000000000e+04,1.140555364271617123e+01
9.085400000000000000e+04,1.228232052584767864e+01
9.085500000000000000e+04,6.954737187202930215e+00
9.085600000000000000e+04,9.018333948587699211e+00
9.085700000000000000e+04,1.121123594293533188e+01
9.085800000000000000e+04,1.228565241064307756e+01
9.085900000000000000e+04,1.086457489923894748e+01
9.086000000000000000e+04,1.235314663116835554e+01
9.086100000000000000e+04,1.003404716258431861e+01
9.086200000000000000e+04,1.152257200938666237e+01
9.086300000000000000e+04,8.238578823446630395e+00
9.086400000000000000e+04,9.405569325584060891e+00
9.086500000000000000e+04,1.432954279481439563e+01
9.086600000000000000e+04,1.462467945323458096e+01
9.086700000000000000e+04,1.200204648654143824e+01
9.086800000000000000e+04,1.233867196561817003e+01
9.086900000000000000e+04,8.572679222331796467e+00
9.087000000000000000e+04,1.193272390270251115e+01
9.087100000000000000e+04,1.181872717184895194e+01
9.087200000000000000e+04,1.558280174016041641e+01
9.087300000000000000e+04,7.982999572341832994e+00
9.087400000000000000e+04,1.413851147853873158e+01
9.087500000000000000e+04,8.549874993627838649e+00
9.087600000000000000e+04,1.087493803388559854e+01
9.087700000000000000e+04,8.875111230015477304e+00
9.087800000000000000e+04,7.934755637524746774e+00
9.087900000000000000e+04,9.099080141971178648e+00
9.088000000000000000e+04,8.465839355391016952e+00
9.088100000000000000e+04,1.242703577199552534e+01
9.088200000000000000e+04,1.063570883518381294e+01
9.088300000000000000e+04,1.160899395148212676e+01
9.088400000000000000e+04,1.315515278111122832e+01
9.088500000000000000e+04,1.095776687222068624e+01
9.088600000000000000e+04,1.272905709894278203e+01
9.088700000000000000e+04,5.495945639688611273e+00
9.088800000000000000e+04,9.242898696112710866e+00
9.088900000000000000e+04,1.310397441415655706e+01
9.089000000000000000e+04,1.070418436760722791e+01
9.089100000000000000e+04,1.133644315345476627e+01
9.089200000000000000e+04,1.018802320594376454e+01
